EIN,Organization Name,Organization Incorporation Date,Location State,Location County,Location Name,Location Type,Location Open Date,Location Close Date,Location City,Location Zip Code,Record Year,Record Month,Stray At Large Canine Adult,Stray At Large Canine Up to 5 Months,Stray At Large Canine Age Unknown,Stray At Large Feline Adult,Stray At Large Feline Up to 5 Months,Stray At Large Feline Age Unknown,Relinquished By Owner Canine Adult,Relinquished By Owner Canine Up to 5 Months,Relinquished By Owner Canine Age Unknown,Relinquished By Owner Feline Adult,Relinquished By Owner Feline Up to 5 Months,Relinquished By Owner Feline Age Unknown,Intake Owner-Intended Euthanasia Canine Adult,Intake Owner-Intended Euthanasia Canine Up to 5 Months,Intake Owner-Intended Euthanasia Canine Age Unknown,Intake Owner-Intended Euthanasia Feline Adult,Intake Owner-Intended Euthanasia Feline Up to 5 Months,Intake Owner-Intended Euthanasia Feline Age Unknown,Transferred In From Agency Canine Adult,Transferred In From Agency Canine Up to 5 Months,Transferred In From Agency Canine Age Unknown,Transferred In From Agency Feline Adult,Transferred In From Agency Feline Up to 5 Months,Transferred In From Agency Feline Age Unknown,Other Intakes Canine Adult,Other Intakes Canine Up to 5 Months,Other Intakes Canine Age Unknown,Other Intakes Feline Adult,Other Intakes Feline Up to 5 Months,Other Intakes Feline Age Unknown,Adoption Canine Adult,Adoption Canine Up to 5 Months,Adoption Canine Age Unknown,Adoption Feline Adult,Adoption Feline Up to 5 Months,Adoption Feline Age Unknown,Returned To Owner Canine Adult,Returned To Owner Canine Up to 5 Months,Returned To Owner Canine Age Unknown,Returned To Owner Feline Adult,Returned To Owner Feline Up to 5 Months,Returned To Owner Feline Age Unknown,Transfer To Another Agency Canine Adult,Transfer To Another Agency Canine Up to 5 Months,Transfer To Another Agency Canine Age Unknown,Transfer To Another Agency Feline Adult,Transfer To Another Agency Feline Up to 5 Months,Transfer To Another Agency Feline Age Unknown,Returned To Field Canine Adult,Returned To Field Canine Up to 5 Months,Returned To Field Canine Age Unknown,Returned To Field Feline Adult,Returned To Field Feline Up to 5 Months,Returned To Field Feline Age Unknown,Other Live Outcome Canine Adult,Other Live Outcome Canine Up to 5 Months,Other Live Outcome Canine Age Unknown,Other Live Outcome Feline Adult,Other Live Outcome Feline Up to 5 Months,Other Live Outcome Feline Age Unknown,Died In Care Canine Adult,Died In Care Canine Up to 5 Months,Died In Care Canine Age Unknown,Died In Care Feline Adult,Died In Care Feline Up to 5 Months,Died In Care Feline Age Unknown,Lost In Care Canine Adult,Lost In Care Canine Up to 5 Months,Lost In Care Canine Age Unknown,Lost In Care Feline Adult,Lost In Care Feline Up to 5 Months,Lost In Care Feline Age Unknown,Shelter Euthanasia Canine Adult,Shelter Euthanasia Canine Up to 5 Months,Shelter Euthanasia Canine Age Unknown,Shelter Euthanasia Feline Adult,Shelter Euthanasia Feline Up to 5 Months,Shelter Euthanasia Feline Age Unknown,Outcome Owner-Intended Euthanasia Canine Adult,Outcome Owner-Intended Euthanasia Canine Up to 5 Months,Outcome Owner-Intended Euthanasia Canine Age Unknown,Outcome Owner-Intended Euthanasia Feline Adult,Outcome Owner-Intended Euthanasia Feline Up to 5 Months,Outcome Owner-Intended Euthanasia Feline Age Unknown,Beginning Total Canine,Beginning Total Feline,Ending Total Canine,Ending Total Feline
30-0506496,Cinderella Pet Rescue,,TX,Hidalgo County,Cinderella Pet Rescue,"Rescue, Private",,,MISSION,78574,2012,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,41,35
61-0653278,Bowling Green/Warren County Humane Society,2/1/1964 12:00:00 AM,KY,Warren County,Bowling Green/Warren County Humane Society,"Shelter, Government Contract",2/1/1964 12:00:00 AM,,BOWLING GREEN,42101,2011,11,111,38,7,64,59,58,66,78,2,30,15,5,4,0,0,2,0,1,58,36,0,0,5,0,16,2,0,7,1,0,78,23,0,32,19,0,34,2,1,4,1,0,108,139,3,6,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,39,4,7,60,32,62,4,0,0,0,0,0,190,167,160,158
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,2
95-6000925,Kern County Animal Control (Services),1/1/1950 12:00:00 AM,CA,Kern County,Kern County Animal Control (Services),Government Animal Services,1/1/1950 12:00:00 AM,,BAKERSFIELD,93308,2012,6,834,439,250,194,612,572,162,41,19,29,15,7,0,0,0,0,0,0,0,0,0,0,0,0,28,14,19,5,4,4,170,78,4,46,53,0,76,4,17,3,1,4,130,86,40,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,1,1,59,9,107,15,15,76,666,309,142,194,538,463,0,0,0,0,0,0,834,273,718,289
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74-3010534,Central Texas Animal Sanctuary dba Thundering Paws Animal Sanctuary,5/1/2006 12:00:00 AM,TX,Hays County,Central Texas Animal Sanctuary dba Thundering Paws Animal Sanctuary,"Shelter, Private",5/1/2006 12:00:00 AM,,DRIPPING SPRINGS,78620,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-1999592,Refurbished Pets of Southern Michigan,11/1/2007 12:00:00 AM,MI,Branch County,Refurbished Pets of Southern Michigan,"Rescue, Private",11/1/2007 12:00:00 AM,,COLDWATER,49036,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
35-0989705,Kokomo Humane Society,1/1/1990 12:00:00 AM,IN,Howard County,Kokomo Humane Society,"Shelter, Government Contract",1/1/1990 12:00:00 AM,,KOKOMO,46902,2012,3,67,8,1,57,9,0,41,10,0,31,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,52,4,0,13,10,0,31,1,1,4,1,0,11,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,17,0,0,47,5,0,2,0,0,1,0,0,31,58,38,83
87-0362454,WEST VALLEY CITY ANIMAL SHELTER,,UT,Salt Lake County,WEST VALLEY CITY ANIMAL SHELTER,Government Animal Services,,,WEST VALLEY CITY,84120,2011,7,105,14,5,69,107,41,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,12,2,8,21,4,0,13,21,0,48,0,0,4,1,0,28,4,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,2,47,57,48,0,0,0,0,0,0,69,101,67,113
20-1658195,Humane Society of Wickenburg,1/1/2005 12:00:00 AM,AZ,Maricopa County,Humane Society of Wickenburg,"Shelter, Private",1/1/2005 12:00:00 AM,,WICKENBURG,85390,2011,1,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,24,12
59-6000661,Hillsborough County Pet Resource Center,,FL,Hillsborough County,Hillsborough County Pet Resource Center,Government Animal Services,,,TAMPA,33619,2012,8,0,0,665,0,0,848,0,0,183,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,5,0,0,295,0,0,177,0,0,114,0,0,7,0,0,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,399,0,0,736,0,0,0,0,0,0,0,0,0,0
61-1440813,King Street Cats,1/1/2003 12:00:00 AM,VA,Alexandria City,King Street Cats,"Rescue, Private",1/1/2003 12:00:00 AM,,ALEXANDRIA,22314,2011,12,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,100
48-0554339,Kansas Humane Society of Wichita,1/1/1888 12:00:00 AM,KS,Sedgwick County,Kansas Humane Society of Wichita,"Shelter, Private",1/1/1888 12:00:00 AM,,WICHITA,67219,2012,6,0,0,0,1,0,0,246,74,2,215,419,36,46,0,0,25,4,6,170,56,0,26,33,12,3,0,0,0,0,0,261,118,0,108,216,0,26,0,0,16,20,0,16,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,112,19,2,142,231,37,42,0,0,23,3,6,132,191,121,159
02-0222790,Animal Rescue League NH,4/1/1904 12:00:00 AM,NH,Hillsborough County,Animal Rescue League NH,"Shelter, Private",4/1/1904 12:00:00 AM,,BEDFORD,3110,2011,3,5,0,5,14,6,0,27,1,0,73,9,2,0,0,0,3,0,0,18,9,0,4,0,0,0,0,0,0,0,0,25,7,0,67,14,0,7,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,11,1,2,1,0,0,2,0,0,13,105,27,117
46-3826801,WOOF Animal Rescue,,CA,Alameda County,WOOF Animal Rescue,"Rescue, Private",,,FREMONT,94538,2011,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,15,2
61-0653278,Bowling Green/Warren County Humane Society,2/1/1964 12:00:00 AM,KY,Warren County,Bowling Green/Warren County Humane Society,"Shelter, Government Contract",2/1/1964 12:00:00 AM,,BOWLING GREEN,42101,2012,6,96,49,13,50,230,99,60,30,5,33,65,27,7,0,2,2,1,0,81,52,10,2,8,0,20,0,0,13,0,0,62,17,0,39,53,0,25,0,6,4,0,0,170,127,12,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,1,0,44,13,13,52,184,123,2,0,1,1,0,0,212,200,141,190
23-7148054,Hi Tor Animal Care Center,4/1/1971 12:00:00 AM,NY,Rockland County,Hi Tor Animal Care Center,"Shelter, Government Contract",4/1/1971 12:00:00 AM,,POMONA,10970,2012,9,28,1,3,14,52,3,16,3,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,1,10,31,0,15,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,4,6,1,0,0,0,0,0,0,83,200,75,206
82-0503942,MCPAWS Regional Animal Shelter,2/1/2002 12:00:00 AM,ID,Valley County,MCPAWS Regional Animal Shelter,"Shelter, Government Contract",2/1/2002 12:00:00 AM,,MCCALL,83638,2012,1,13,2,0,3,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,6,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,44,10,36
94-6000436,Stockton Animal Shelter,1/1/1850 12:00:00 AM,CA,San Joaquin County,Stockton Animal Shelter,Government Animal Services,1/1/1850 12:00:00 AM,,STOCKTON,95206,2012,7,9,13,464,0,3,438,24,5,67,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,4,7,2,76,0,0,17,0,0,0,0,0,0,6,0,117,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,21,17,1,319,8,1,362,0,0,0,0,0,0,184,153,178,178
82-6000250,Rexburg Animal Shelter,1/1/1970 12:00:00 AM,ID,Madison County,Rexburg Animal Shelter,Government Animal Services,1/1/1970 12:00:00 AM,,REXBURG,83440,2011,5,3,0,0,0,6,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,17,10,11,19
62-6018662,Oak Ridge Animal Shelter,2/1/1975 12:00:00 AM,TN,Anderson County,Oak Ridge Animal Shelter,Government Animal Services,2/1/1975 12:00:00 AM,,OAK RIDGE,37830,2012,6,62,21,0,32,81,0,22,26,0,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,16,0,4,21,0,20,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,47,21,0,48,103,0,0,1,0,0,0,0,62,59,68,55
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2012,7,157,47,24,47,197,51,7,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,19,6,1,1,1,0,12,3,2,8,11,0,39,0,6,1,1,0,80,25,24,33,119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,6,0,1,0,0,2,1,2,58,10,13,12,37,29,0,0,0,0,0,0,242,189,227,227
57-1186810,Child and Pet Relief Fund,10/1/2003 12:00:00 AM,IN,Lake County,Child and Pet Relief Fund,"Rescue, Private",10/1/2003 12:00:00 AM,,CEDAR LAKE,46303,2012,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0
48-0641821,Lawrence Humane Society,3/1/1951 12:00:00 AM,KS,Douglas County,Lawrence Humane Society,"Shelter, Government Contract",3/1/1951 12:00:00 AM,,LAWRENCE,66046,2011,5,91,7,0,38,36,0,44,9,0,29,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39,6,0,34,19,0,59,3,0,9,2,0,13,8,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,31,0,0,65,19,0,1,0,0,0,0,0,131,156,123,125
94-2411106,Siskiyou Humane Society,6/1/1968 12:00:00 AM,CA,Siskiyou County,Siskiyou Humane Society,"Shelter, Government Contract",6/1/1968 12:00:00 AM,,MOUNT SHASTA,96067,2011,11,6,4,3,0,4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,1,2,0,9,13,0,4,2,7,2,1,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,32,51,20,35
57-0384155,Humane Society of Greenwood,3/1/1958 12:00:00 AM,SC,Greenwood County,Humane Society of Greenwood,"Shelter, Government Contract",3/1/1958 12:00:00 AM,,GREENWOOD,29649,2012,6,46,31,5,40,148,22,40,33,8,17,65,7,1,0,0,1,0,0,0,0,0,0,0,0,9,18,12,6,0,3,18,3,0,16,9,0,10,0,0,0,2,2,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,1,0,0,0,0,3,0,64,60,17,68,210,29,3,0,1,3,0,0,110,140,109,99
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2011,11,147,30,23,91,31,159,181,53,31,78,51,29,5,0,9,2,1,4,0,0,0,0,0,0,29,25,22,28,6,57,130,103,14,57,78,25,61,2,17,14,0,7,49,29,9,2,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,0,1,1,0,8,106,12,42,121,30,220,5,0,9,2,1,4,452,492,418,442
14-1999592,Refurbished Pets of Southern Michigan,11/1/2007 12:00:00 AM,MI,Branch County,Refurbished Pets of Southern Michigan,"Rescue, Private",11/1/2007 12:00:00 AM,,COLDWATER,49036,2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
95-2141790,Bakersfield SPCA,1/1/1949 12:00:00 AM,CA,Kern County,Bakersfield SPCA,"Shelter, Private",1/1/1949 12:00:00 AM,,BAKERSFIELD,93308,2012,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,40,43
23-7358431,Geauga Humane Society's Rescue Village,7/1/1978 12:00:00 AM,OH,Geauga County,Geauga Humane Society's Rescue Village,"Shelter, Private",7/1/1978 12:00:00 AM,,NOVELTY,44072,2011,6,0,0,0,12,82,11,13,0,0,11,7,1,0,0,0,0,0,0,18,6,0,0,0,0,7,0,0,2,7,0,33,17,0,25,92,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,10,0,0,0,0,0,0,34,108,26,106
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88-0144253,The Animal Foundation,3/1/1978 12:00:00 AM,NV,Clark County,The Animal Foundation,"Shelter, Government Contract",3/1/1978 12:00:00 AM,,LAS VEGAS,89101,2011,9,1218,115,33,574,528,333,335,34,2,189,22,5,123,2,0,34,0,2,0,0,0,0,0,0,153,29,3,33,15,43,473,118,1,72,94,1,340,7,0,34,1,1,155,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,2,0,0,0,0,0,0,790,35,32,684,483,349,123,2,0,35,0,2,677,392,667,406
45-3793776,Oceana County Animal Shelter,,MI,Oceana County,L.A.S.S.I.     c/o Oceana County Shelter,Government Animal Services,,,SHELBY,49455,2012,7,0,0,28,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2011,12,159,0,0,41,0,0,90,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,39,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,45,0,0,18,0,0,14,0,0,97,130,149,114
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-1658195,Humane Society of Wickenburg,1/1/2005 12:00:00 AM,AZ,Maricopa County,Humane Society of Wickenburg,"Shelter, Private",1/1/2005 12:00:00 AM,,WICKENBURG,85390,2012,7,3,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,12,21,13
35-0989705,Kokomo Humane Society,1/1/1990 12:00:00 AM,IN,Howard County,Kokomo Humane Society,"Shelter, Government Contract",1/1/1990 12:00:00 AM,,KOKOMO,46902,2012,12,51,5,0,34,6,0,38,12,0,33,35,2,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,44,20,0,27,32,0,16,1,0,2,1,0,24,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,15,1,0,26,6,1,1,0,0,0,2,0,51,85,50,93
27-2204508,New Leash on Life USA,3/1/2010 12:00:00 AM,PA,Montgomery County,New Leash on Life USA,"Rescue, Private",3/1/2010 12:00:00 AM,,PENN VALLEY,19072,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47-0820810,Beatrice humane Society,5/1/2000 12:00:00 AM,NE,Gage County,Beatrice Humane Society,"Shelter, Government Contract",5/1/2000 12:00:00 AM,,BEATRICE,68310,2011,5,29,0,2,11,32,5,4,0,0,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,1,0,11,0,0,20,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,30,40,31,89
63-1253853,The Haven,1/1/2000 12:00:00 AM,AL,Baldwin County,The Haven,"Shelter, Government Contract",1/1/2000 12:00:00 AM,,FAIRHOPE,36532,2012,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,17,10,0,5,6,0,2,0,0,0,0,0,14,10,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,23,15
57-1186810,Child and Pet Relief Fund,10/1/2003 12:00:00 AM,IN,Lake County,Child and Pet Relief Fund,"Rescue, Private",10/1/2003 12:00:00 AM,,CEDAR LAKE,46303,2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
58-6074088,"PAWS Atlanta, Inc.",1/1/1964 12:00:00 AM,GA,DeKalb County,"PAWS Atlanta, Inc.","Rescue, Private",1/1/1964 12:00:00 AM,,DECATUR,30035,2012,11,0,0,1,0,1,0,7,1,0,5,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,47,0,0
94-6000436,Stockton Animal Shelter,1/1/1850 12:00:00 AM,CA,San Joaquin County,Stockton Animal Shelter,Government Animal Services,1/1/1850 12:00:00 AM,,STOCKTON,95206,2011,5,23,2,413,1,0,466,23,2,91,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,10,0,47,1,0,19,0,0,4,0,0,0,6,3,113,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,12,26,1,300,6,0,400,0,0,0,0,0,0,279,139,251,137
46-0753787,Orphan Kitten Rescue,9/1/2012 12:00:00 AM,TX,Eastland County,Orphan Kitten Rescue,"Rescue, Private",9/1/2012 12:00:00 AM,,EASTLAND,76448,2012,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
77-0540565,Valley Animal Center,6/1/1992 12:00:00 AM,CA,Fresno County,Valley Animal Center,"Shelter, Private",6/1/1992 12:00:00 AM,,FRESNO,93726,2012,6,3,1,0,5,7,1,8,2,0,22,13,1,0,0,0,0,0,0,25,6,0,5,1,2,0,0,0,0,0,0,24,9,0,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,87,340,96,364
